datetime,open,high,low,close,volume,symbol
2025-05-27 09:00:27.025206,1.1,1.10067,1.09899,1.09966,259,EURUSD
2025-05-27 09:00:28.443259,1.25,1.25023,1.24984,1.25008,484,GBPUSD
2025-05-27 09:00:29.925937,150.0,150.00023,149.99966,149.99989,215,USDJPY
2025-05-27 09:01:27.025206,1.09966,1.10017,1.0989,1.09941,338,EURUSD
2025-05-27 09:01:28.443259,1.25008,1.25092,1.24951,1.25036,968,GBPUSD
2025-05-27 09:01:29.925937,149.99989,150.00017,149.9997,149.99998,886,USDJPY
2025-05-27 09:02:27.025206,1.09941,1.09971,1.09896,1.09926,231,EURUSD
2025-05-27 09:02:28.443259,1.25036,1.2512,1.2498,1.25064,401,GBPUSD
2025-05-27 09:02:29.925937,149.99998,150.00052,149.99918,149.99971,554,USDJPY
2025-05-27 09:03:27.025206,1.09926,1.09938,1.09908,1.0992,753,EURUSD
2025-05-27 09:03:28.443259,1.25064,1.25285,1.24733,1.24954,401,GBPUSD
2025-05-27 09:03:29.925937,149.99971,150.00077,149.99901,150.00006,568,USDJPY
2025-05-27 09:04:27.025206,1.0992,1.09958,1.09863,1.09901,266,EURUSD
2025-05-27 09:04:28.443259,1.24954,1.25079,1.2487,1.24995,943,GBPUSD
2025-05-27 09:04:29.925937,150.00006,150.00113,149.99935,150.00042,572,USDJPY
2025-05-27 09:05:27.025206,1.09901,1.10044,1.09687,1.0983,669,EURUSD
2025-05-27 09:05:28.443259,1.24995,1.25039,1.2493,1.24974,923,GBPUSD
2025-05-27 09:05:29.925937,150.00042,150.00044,150.0004,150.00041,988,USDJPY
2025-05-27 09:06:27.025206,1.0983,1.09874,1.09763,1.09808,735,EURUSD
2025-05-27 09:06:28.443259,1.24974,1.2521,1.24817,1.25052,546,GBPUSD
2025-05-27 09:06:29.925937,150.00041,150.0006,150.00029,150.00048,119,USDJPY
2025-05-27 09:07:27.025206,1.09808,1.10008,1.09674,1.09874,705,EURUSD
2025-05-27 09:07:28.443259,1.25052,1.25139,1.24994,1.25081,749,GBPUSD
2025-05-27 09:07:29.925937,150.00048,150.00257,149.99734,149.99943,656,USDJPY
2025-05-27 09:08:27.025206,1.09874,1.09944,1.0977,1.0984,772,EURUSD
2025-05-27 09:08:28.443259,1.25081,1.25275,1.24952,1.25146,172,GBPUSD
2025-05-27 09:08:29.925937,149.99943,150.00333,149.99683,150.00073,599,USDJPY
2025-05-27 09:09:27.025206,1.0984,1.10027,1.09559,1.09746,442,EURUSD
2025-05-27 09:09:28.443259,1.25146,1.25193,1.25115,1.25162,205,GBPUSD
2025-05-27 09:09:29.925937,150.00073,150.00255,149.998,149.99982,679,USDJPY
2025-05-27 09:10:27.025206,1.09746,1.09945,1.09448,1.09647,285,EURUSD
2025-05-27 09:10:28.443259,1.25162,1.25174,1.25153,1.25166,956,GBPUSD
2025-05-27 09:10:29.925937,149.99982,150.00058,149.99868,149.99944,902,USDJPY
2025-05-27 09:11:27.025206,1.09647,1.09752,1.09489,1.09594,363,EURUSD
2025-05-27 09:11:28.443259,1.25166,1.25201,1.25143,1.25178,879,GBPUSD
2025-05-27 09:11:29.925937,149.99944,150.00069,149.99861,149.99986,160,USDJPY
2025-05-27 09:12:27.025206,1.09594,1.09743,1.09495,1.09644,198,EURUSD
2025-05-27 09:12:28.443259,1.25178,1.25194,1.25153,1.25169,517,GBPUSD
2025-05-27 09:12:29.925937,149.99986,150.00006,149.99973,149.99993,501,USDJPY
2025-05-27 09:13:27.025206,1.09644,1.09719,1.0953,1.09606,466,EURUSD
2025-05-27 09:13:28.443259,1.25169,1.25295,1.25085,1.25211,277,GBPUSD
2025-05-27 09:13:29.925937,149.99993,150.00006,149.99973,149.99986,364,USDJPY
2025-05-27 09:14:27.025206,1.09606,1.09635,1.09563,1.09592,849,EURUSD
2025-05-27 09:14:28.443259,1.25211,1.25223,1.25194,1.25206,661,GBPUSD
2025-05-27 09:14:29.925937,149.99986,150.00011,149.99948,149.99973,876,USDJPY
2025-05-27 09:15:27.025206,1.09592,1.09628,1.09567,1.09604,157,EURUSD
2025-05-27 09:15:28.443259,1.25206,1.25213,1.25201,1.25208,944,GBPUSD
2025-05-27 09:15:29.925937,149.99973,150.00146,149.99858,150.00031,318,USDJPY
2025-05-27 09:16:27.025206,1.09604,1.09633,1.09585,1.09614,249,EURUSD
2025-05-27 09:16:28.443259,1.25208,1.25351,1.25113,1.25256,199,GBPUSD
2025-05-27 09:16:29.925937,150.00031,150.00153,149.99848,149.9997,122,USDJPY
2025-05-27 09:17:27.025206,1.09614,1.0976,1.09517,1.09663,238,EURUSD
2025-05-27 09:17:28.443259,1.25256,1.25297,1.25194,1.25235,996,GBPUSD
2025-05-27 09:17:29.925937,149.9997,150.00027,149.99933,149.99989,628,USDJPY
2025-05-27 09:18:27.025206,1.09663,1.09916,1.09284,1.09536,970,EURUSD
2025-05-27 09:18:28.443259,1.25235,1.25334,1.25088,1.25186,991,GBPUSD
2025-05-27 09:18:29.925937,149.99989,150.00031,149.99927,149.99969,326,USDJPY
2025-05-27 09:19:27.025206,1.09536,1.09587,1.09462,1.09512,507,EURUSD
2025-05-27 09:19:28.443259,1.25186,1.25261,1.25074,1.25149,882,GBPUSD
2025-05-27 09:19:29.925937,149.99969,149.99981,149.99961,149.99973,226,USDJPY
2025-05-27 09:20:27.025206,1.09512,1.09549,1.09487,1.09524,791,EURUSD
2025-05-27 09:20:28.443259,1.25149,1.25291,1.25055,1.25196,348,GBPUSD
2025-05-27 09:20:29.925937,149.99973,150.00249,149.99789,150.00065,471,USDJPY
2025-05-27 09:21:27.025206,1.09524,1.09612,1.09466,1.09554,278,EURUSD
2025-05-27 09:21:28.443259,1.25196,1.25277,1.25076,1.25156,202,GBPUSD
2025-05-27 09:21:29.925937,150.00065,150.00152,149.99935,150.00022,183,USDJPY
2025-05-27 09:22:27.025206,1.09554,1.09573,1.09525,1.09544,571,EURUSD
2025-05-27 09:22:28.443259,1.25156,1.25199,1.25128,1.25171,647,GBPUSD
2025-05-27 09:22:29.925937,150.00022,150.00235,149.9988,150.00093,718,USDJPY
2025-05-27 09:23:27.025206,1.09544,1.09772,1.09392,1.0962,372,EURUSD
2025-05-27 09:23:28.443259,1.25171,1.2522,1.25138,1.25187,477,GBPUSD
2025-05-27 09:23:29.925937,150.00093,150.00118,150.00056,150.00081,828,USDJPY
2025-05-27 09:24:27.025206,1.0962,1.09669,1.09548,1.09596,703,EURUSD
2025-05-27 09:24:28.443259,1.25187,1.252,1.25169,1.25182,564,GBPUSD
2025-05-27 09:24:29.925937,150.00081,150.00153,149.99974,150.00046,615,USDJPY
2025-05-27 09:25:27.025206,1.09596,1.09721,1.09513,1.09638,534,EURUSD
2025-05-27 09:25:28.443259,1.25182,1.25198,1.25157,1.25173,180,GBPUSD
2025-05-27 09:25:29.925937,150.00046,150.00139,149.99906,149.99999,145,USDJPY
2025-05-27 09:26:27.025206,1.09638,1.09732,1.09576,1.09669,984,EURUSD
